Season,Gamecode,Date,Team,Opp,Won,Game_home,Team_rank,Opp_rank
2014,201496TowWes,2014-09-06 19:30:00,Towson,West Virginia,0,Away,0.0,0.0
2014,201496RhoMar,2014-09-06 19:30:00,Rhode Island,Marshall,0,Away,0.0,0.0
2014,201496NotMic,2014-09-06 19:30:00,Notre Dame,Michigan,1,Home,0.36,0.0
2014,201496MarRho,2014-09-06 19:30:00,Marshall,Rhode Island,1,Home,0.0,0.0
2014,201496WesTow,2014-09-06 19:30:00,West Virginia,Towson,1,Home,0.0,0.0
2014,201496FloCit,2014-09-06 19:30:00,Florida State,Citadel,1,Home,0.96,0.0
2014,201496BriTex,2014-09-06 19:30:00,Brigham Young,Texas,1,Away,0.0,0.0
2014,201496SamLou,2014-09-06 19:30:00,Sam Houston State,Louisiana State,0,Away,0.0,0.52
2014,201496TexBri,2014-09-06 19:30:00,Texas,Brigham Young,0,Home,0.0,0.0
2014,201496MicNot,2014-09-06 19:30:00,Michigan,Notre Dame,0,Away,0.0,0.36
2014,201496LouSam,2014-09-06 19:30:00,Louisiana State,Sam Houston State,1,Home,0.52,0.0
2014,201496CitFlo,2014-09-06 19:30:00,Citadel,Florida State,0,Away,0.0,0.96
2014,201496BayNor,2014-09-06 19:45:00,Baylor,Northwestern State,1,Home,0.6,0.0
2014,201496NorBay,2014-09-06 19:45:00,Northwestern State,Baylor,0,Away,0.0,0.6
2014,201496IdaUta,2014-09-06 20:00:00,Idaho State,Utah State,0,Away,0.0,0.0
2014,201496SanNor,2014-09-06 20:00:00,San Diego State,North Carolina,0,Away,0.0,0.16000000000000003
2014,201496OhiVir,2014-09-06 20:00:00,Ohio State,Virginia Tech,0,Home,0.6799999999999999,0.0
2014,201496NorSan,2014-09-06 20:00:00,North Carolina,San Diego State,1,Home,0.16000000000000003,0.0
2014,201496HouGra,2014-09-06 20:00:00,Houston,Grambling State,1,Home,0.0,0.0
2014,201496UtaIda,2014-09-06 20:00:00,Utah State,Idaho State,1,Home,0.0,0.0
2014,201496GraHou,2014-09-06 20:00:00,Grambling State,Houston,0,Away,0.0,0.0
2014,201496VirOhi,2014-09-06 20:00:00,Virginia Tech,Ohio State,1,Away,0.0,0.6799999999999999
2014,201496TexLam,2014-09-06 21:40:00,Texas A&M,Lamar,1,Home,0.64,0.0
2014,201496LamTex,2014-09-06 21:40:00,Lamar,Texas A&M,0,Away,0.0,0.64
2014,201496UCLMem,2014-09-06 22:00:00,UCLA,Memphis,1,Home,0.56,0.0
2014,201496NorNev,2014-09-06 22:00:00,Northern Colorado,Nevada-Las Vegas,0,Away,0.0,0.0
2014,201496MemUCL,2014-09-06 22:00:00,Memphis,UCLA,0,Away,0.0,0.56
2014,201496NevNor,2014-09-06 22:00:00,Nevada-Las Vegas,Northern Colorado,1,Home,0.0,0.0
2014,201496WyoAir,2014-09-06 22:15:00,Wyoming,Air Force,1,Home,0.0,0.0
2014,201496BoiCol,2014-09-06 22:15:00,Boise State,Colorado State,1,Home,0.0,0.0
2014,201496AirWyo,2014-09-06 22:15:00,Air Force,Wyoming,0,Away,0.0,0.0
2014,201496ColBoi,2014-09-06 22:15:00,Colorado State,Boise State,0,Away,0.0,0.0
2014,201496OreHaw,2014-09-06 22:30:00,Oregon State,Hawaii,1,Away,0.0,0.0
2014,201496HawOre,2014-09-06 22:30:00,Hawaii,Oregon State,0,Home,0.0,0.0
2014,201496TexTex,2014-09-06 23:00:00,Texas-El Paso,Texas Tech,0,Home,0.0,0.0
2014,201496TexTex,2014-09-06 23:00:00,Texas Tech,Texas-El Paso,1,Away,0.0,0.0
2014,2014911NorLou,2014-09-11 20:00:00,North Texas,Louisiana Tech,0,Home,0.0,0.0
2014,2014911LouNor,2014-09-11 20:00:00,Louisiana Tech,North Texas,1,Away,0.0,0.0
2014,2014911HouBri,2014-09-11 21:00:00,Houston,Brigham Young,0,Away,0.0,0.0
2014,2014911BriHou,2014-09-11 21:00:00,Brigham Young,Houston,1,Home,0.0,0.0
2014,2014912CinTol,2014-09-12 19:00:00,Cincinnati,Toledo,1,Home,0.0,0.0
2014,2014912TolCin,2014-09-12 19:00:00,Toledo,Cincinnati,0,Away,0.0,0.0
2014,2014912BayBuf,2014-09-12 20:00:00,Baylor,Buffalo,1,Away,0.6799999999999999,0.0
2014,2014912BufBay,2014-09-12 20:00:00,Buffalo,Baylor,0,Home,0.0,0.6799999999999999
2014,2014913WesMar,2014-09-13 12:00:00,West Virginia,Maryland,1,Away,0.0,0.0
2014,2014913ConBoi,2014-09-13 12:00:00,Connecticut,Boise State,0,Home,0.0,0.0
2014,2014913VanMas,2014-09-13 12:00:00,Vanderbilt,Massachusetts,1,Home,0.0,0.0
2014,2014913IndBow,2014-09-13 12:00:00,Indiana,Bowling Green State,0,Away,0.0,0.0
2014,2014913CenSyr,2014-09-13 12:00:00,Central Michigan,Syracuse,0,Home,0.0,0.0
2014,2014913PitFlo,2014-09-13 12:00:00,Pittsburgh,Florida International,1,Away,0.0,0.0
2014,2014913OhiKen,2014-09-13 12:00:00,Ohio State,Kent State,1,Home,0.12,0.0
2014,2014913VirEas,2014-09-13 12:00:00,Virginia Tech,East Carolina,0,Home,0.31999999999999995,0.0
2014,2014913MisCen,2014-09-13 12:00:00,Missouri,Central Florida,1,Home,0.19999999999999996,0.0
2014,2014913GeoGeo,2014-09-13 12:00:00,Georgia Southern,Georgia Tech,0,Away,0.0,0.0
2014,2014913MarWes,2014-09-13 12:00:00,Maryland,West Virginia,0,Home,0.0,0.0
2014,2014913OhiMar,2014-09-13 12:00:00,Ohio,Marshall,0,Away,0.0,0.0
2014,2014913CenMis,2014-09-13 12:00:00,Central Florida,Missouri,0,Away,0.0,0.19999999999999996
2014,2014913KenOhi,2014-09-13 12:00:00,Kent State,Ohio State,0,Away,0.0,0.12
2014,2014913FloPit,2014-09-13 12:00:00,Florida International,Pittsburgh,0,Home,0.0,0.0
2014,2014913SyrCen,2014-09-13 12:00:00,Syracuse,Central Michigan,1,Away,0.0,0.0
2014,2014913MasVan,2014-09-13 12:00:00,Massachusetts,Vanderbilt,0,Away,0.0,0.0
2014,2014913BoiCon,2014-09-13 12:00:00,Boise State,Connecticut,1,Away,0.0,0.0
2014,2014913BowInd,2014-09-13 12:00:00,Bowling Green State,Indiana,1,Home,0.0,0.0
2014,2014913MarOhi,2014-09-13 12:00:00,Marshall,Ohio,1,Home,0.0,0.0
2014,2014913EasVir,2014-09-13 12:00:00,East Carolina,Virginia Tech,1,Away,0.0,0.31999999999999995
2014,2014913GeoGeo,2014-09-13 12:00:00,Georgia Tech,Georgia Southern,1,Home,0.0,0.0
2014,2014913LouVir,2014-09-13 12:30:00,Louisville,Virginia,0,Away,0.16000000000000003,0.0
2014,2014913VirLou,2014-09-13 12:30:00,Virginia,Louisville,1,Home,0.0,0.16000000000000003
2014,2014913OreWyo,2014-09-13 14:00:00,Oregon,Wyoming,1,Home,0.92,0.0
2014,2014913GeoAir,2014-09-13 14:00:00,Georgia State,Air Force,0,Home,0.0,0.0
2014,2014913AirGeo,2014-09-13 14:00:00,Air Force,Georgia State,1,Away,0.0,0.0
2014,2014913WyoOre,2014-09-13 14:00:00,Wyoming,Oregon,0,Away,0.0,0.92
2014,2014913BalInd,2014-09-13 15:00:00,Ball State,Indiana State,0,Home,0.0,0.0
2014,2014913ColCal,2014-09-13 15:00:00,Colorado State,California-Davis,1,Home,0.0,0.0
2014,2014913IndBal,2014-09-13 15:00:00,Indiana State,Ball State,1,Away,0.0,0.0
2014,2014913CalCol,2014-09-13 15:00:00,California-Davis,Colorado State,0,Away,0.0,0.0
2014,2014913MiaMic,2014-09-13 15:30:00,Miami (OH),Michigan,0,Away,0.0,0.0
2014,2014913ArkMia,2014-09-13 15:30:00,Arkansas State,Miami (FL),0,Away,0.0,0.0
2014,2014913GeoSou,2014-09-13 15:30:00,Georgia,South Carolina,0,Away,0.76,0.040000000000000036
2014,2014913DukKan,2014-09-13 15:30:00,Duke,Kansas,1,Home,0.0,0.0
2014,2014913SouGeo,2014-09-13 15:30:00,South Carolina,Georgia,1,Home,0.040000000000000036,0.76
2014,2014913MiaArk,2014-09-13 15:30:00,Miami (FL),Arkansas State,1,Home,0.0,0.0
2014,2014913MicMia,2014-09-13 15:30:00,Michigan,Miami (OH),1,Home,0.0,0.0
2014,2014913IowIow,2014-09-13 15:30:00,Iowa,Iowa State,0,Home,0.0,0.0
2014,2014913AlaAla,2014-09-13 15:30:00,Alabama-Birmingham,Alabama A&M,1,Home,0.0,0.0
2014,2014913KanDuk,2014-09-13 15:30:00,Kansas,Duke,0,Away,0.0,0.0
2014,2014913IowIow,2014-09-13 15:30:00,Iowa State,Iowa,1,Away,0.0,0.0
2014,2014913TexArk,2014-09-13 15:30:00,Texas Tech,Arkansas,0,Home,0.0,0.0
2014,2014913NorSou,2014-09-13 15:30:00,North Carolina State,South Florida,1,Away,0.0,0.0
2014,2014913AlaAla,2014-09-13 15:30:00,Alabama A&M,Alabama-Birmingham,0,Away,0.0,0.0
2014,2014913ArkTex,2014-09-13 15:30:00,Arkansas,Texas Tech,1,Away,0.0,0.0
2014,2014913SouNor,2014-09-13 15:30:00,South Florida,North Carolina State,0,Home,0.0,0.0
2014,2014913LouMis,2014-09-13 16:00:00,Louisiana,Mississippi,0,Away,0.0,0.43999999999999995
2014,2014913WasIll,2014-09-13 16:00:00,Washington,Illinois,1,Home,0.0,0.0
2014,2014913MinTex,2014-09-13 16:00:00,Minnesota,Texas Christian,0,Away,0.0,0.0
2014,2014913TexMin,2014-09-13 16:00:00,Texas Christian,Minnesota,1,Home,0.0,0.0
2014,2014913IllWas,2014-09-13 16:00:00,Illinois,Washington,0,Away,0.0,0.0
2014,2014913SouMis,2014-09-13 16:00:00,South Alabama,Mississippi State,0,Home,0.0,0.0
2014,2014913MisLou,2014-09-13 16:00:00,Mississippi,Louisiana,1,Home,0.43999999999999995,0.0
2014,2014913MisSou,2014-09-13 16:00:00,Mississippi State,South Alabama,1,Away,0.0,0.0
2014,2014913StaArm,2014-09-13 17:00:00,Stanford,Army,1,Home,0.4,0.0
2014,2014913ArmSta,2014-09-13 17:00:00,Army,Stanford,0,Away,0.0,0.4
2014,2014913WesIda,2014-09-13 17:00:00,Western Michigan,Idaho,1,Away,0.0,0.0
2014,2014913IdaWes,2014-09-13 17:00:00,Idaho,Western Michigan,0,Home,0.0,0.0
2014,2014913EasOld,2014-09-13 18:00:00,Eastern Michigan,Old Dominion,0,Away,0.0,0.0
2014,2014913AlaSou,2014-09-13 18:00:00,Alabama,Southern Mississippi,1,Home,0.88,0.0
2014,2014913SouAla,2014-09-13 18:00:00,Southern Mississippi,Alabama,0,Away,0.0,0.88
2014,2014913OldEas,2014-09-13 18:00:00,Old Dominion,Eastern Michigan,1,Home,0.0,0.0
2014,2014913UtaWak,2014-09-13 19:00:00,Utah State,Wake Forest,1,Home,0.0,0.0
2014,2014913MidWes,2014-09-13 19:00:00,Middle Tennessee State,Western Kentucky,1,Home,0.0,0.0
2014,2014913NorNev,2014-09-13 19:00:00,Northern Illinois,Nevada-Las Vegas,1,Away,0.0,0.0
2014,2014913OklTex,2014-09-13 19:00:00,Oklahoma State,Texas-San Antonio,1,Home,0.0,0.0
2014,2014913AbiTro,2014-09-13 19:00:00,Abilene Christian,Troy,1,Away,0.0,0.0
2014,2014913LouLou,2014-09-13 19:00:00,Louisiana State,Louisiana-Monroe,1,Home,0.6,0.0
2014,2014913TexOkl,2014-09-13 19:00:00,Texas-San Antonio,Oklahoma State,0,Away,0.0,0.0
2014,2014913WakUta,2014-09-13 19:00:00,Wake Forest,Utah State,0,Away,0.0,0.0
2014,2014913TulFlo,2014-09-13 19:00:00,Tulsa,Florida Atlantic,0,Away,0.0,0.0
2014,2014913TroAbi,2014-09-13 19:00:00,Troy,Abilene Christian,0,Home,0.0,0.0
2014,2014913LouLou,2014-09-13 19:00:00,Louisiana-Monroe,Louisiana State,0,Away,0.0,0.6
2014,2014913WesMid,2014-09-13 19:00:00,Western Kentucky,Middle Tennessee State,0,Away,0.0,0.0
2014,2014913NevNor,2014-09-13 19:00:00,Nevada-Las Vegas,Northern Illinois,0,Home,0.0,0.0
2014,2014913FloTul,2014-09-13 19:00:00,Florida Atlantic,Tulsa,1,Home,0.0,0.0
2014,2014913FloKen,2014-09-13 19:30:00,Florida,Kentucky,1,Home,0.0,0.0
2014,2014913NotPur,2014-09-13 19:30:00,Notre Dame,Purdue,1,Home,0.56,0.0
2014,2014913KenFlo,2014-09-13 19:30:00,Kentucky,Florida,0,Away,0.0,0.0
2014,2014913PurNot,2014-09-13 19:30:00,Purdue,Notre Dame,0,Away,0.0,0.56
2014,2014913PorWas,2014-09-13 20:00:00,Portland State,Washington State,0,Away,0.0,0.0
2014,2014913SouTul,2014-09-13 20:00:00,Southeastern Louisiana,Tulane,0,Away,0.0,0.0
2014,2014913PenRut,2014-09-13 20:00:00,Penn State,Rutgers,1,Away,0.0,0.0
2014,2014913UCLTex,2014-09-13 20:00:00,UCLA,Texas,1,Home,0.52,0.0
2014,2014913RutPen,2014-09-13 20:00:00,Rutgers,Penn State,0,Home,0.0,0.0
2014,2014913NewTex,2014-09-13 20:00:00,New Mexico State,Texas-El Paso,0,Away,0.0,0.0
2014,2014913TexNew,2014-09-13 20:00:00,Texas-El Paso,New Mexico State,1,Home,0.0,0.0
2014,2014913SouBos,2014-09-13 20:00:00,Southern California,Boston College,0,Away,0.64,0.0
2014,2014913WasPor,2014-09-13 20:00:00,Washington State,Portland State,1,Home,0.0,0.0
2014,2014913BosSou,2014-09-13 20:00:00,Boston College,Southern California,1,Home,0.0,0.64
2014,2014913TulSou,2014-09-13 20:00:00,Tulane,Southeastern Louisiana,1,Home,0.0,0.0
2014,2014913NavTex,2014-09-13 20:00:00,Navy,Texas State,1,Away,0.0,0.0
2014,2014913TexNav,2014-09-13 20:00:00,Texas State,Navy,0,Home,0.0,0.0
2014,2014913TexUCL,2014-09-13 20:00:00,Texas,UCLA,0,Away,0.0,0.52
2014,2014913OklTen,2014-09-13 20:00:00,Oklahoma,Tennessee,1,Home,0.84,0.0
2014,2014913TenOkl,2014-09-13 20:00:00,Tennessee,Oklahoma,0,Away,0.0,0.84
2014,2014913TexRic,2014-09-13 21:00:00,Texas A&M,Rice,1,Home,0.72,0.0
2014,2014913RicTex,2014-09-13 21:00:00,Rice,Texas A&M,0,Away,0.0,0.72
2014,2014913AriCol,2014-09-13 22:00:00,Arizona State,Colorado,1,Away,0.36,0.0
2014,2014913ColAri,2014-09-13 22:00:00,Colorado,Arizona State,0,Home,0.0,0.36
2014,2014913NebFre,2014-09-13 22:30:00,Nebraska,Fresno State,1,Away,0.0,0.0
2014,2014913FreNeb,2014-09-13 22:30:00,Fresno State,Nebraska,0,Home,0.0,0.0
2014,2014913AriNev,2014-09-13 23:00:00,Arizona,Nevada,1,Home,0.0,0.0
2014,2014913NevAri,2014-09-13 23:00:00,Nevada,Arizona,0,Away,0.0,0.0
2014,2014913HawNor,2014-09-13 23:59:00,Hawaii,Northern Iowa,1,Home,0.0,0.0
2014,2014913NorHaw,2014-09-13 23:59:00,Northern Iowa,Hawaii,0,Away,0.0,0.0
2014,2014918AubKan,2014-09-18 19:30:00,Auburn,Kansas State,1,Away,0.8,0.19999999999999996
2014,2014918KanAub,2014-09-18 19:30:00,Kansas State,Auburn,0,Home,0.19999999999999996,0.8
2014,2014919SouCon,2014-09-19 20:00:00,South Florida,Connecticut,1,Home,0.0,0.0
2014,2014919ConSou,2014-09-19 20:00:00,Connecticut,South Florida,0,Away,0.0,0.0
2014,2014920BowWis,2014-09-20 12:00:00,Bowling Green State,Wisconsin,0,Away,0.0,0.24
2014,2014920NorWes,2014-09-20 12:00:00,Northwestern,Western Illinois,1,Home,0.0,0.0
2014,2014920OldRic,2014-09-20 12:00:00,Old Dominion,Rice,1,Away,0.0,0.0
2014,2014920VirGeo,2014-09-20 12:00:00,Virginia Tech,Georgia Tech,0,Home,0.0,0.0
2014,2014920SouPur,2014-09-20 12:00:00,Southern Illinois,Purdue,0,Away,0.0,0.0
2014,2014920RicOld,2014-09-20 12:00:00,Rice,Old Dominion,0,Home,0.0,0.0
2014,2014920WesNor,2014-09-20 12:00:00,Western Illinois,Northwestern,0,Away,0.0,0.0
2014,2014920EasMic,2014-09-20 12:00:00,Eastern Michigan,Michigan State,0,Away,0.0,0.56
2014,2014920MicEas,2014-09-20 12:00:00,Michigan State,Eastern Michigan,1,Home,0.56,0.0
2014,2014920PurSou,2014-09-20 12:00:00,Purdue,Southern Illinois,1,Home,0.0,0.0
2014,2014920WisBow,2014-09-20 12:00:00,Wisconsin,Bowling Green State,1,Home,0.24,0.0
2014,2014920PitIow,2014-09-20 12:00:00,Pittsburgh,Iowa,0,Home,0.0,0.0
2014,2014920GeoVir,2014-09-20 12:00:00,Georgia Tech,Virginia Tech,1,Away,0.0,0.0
2014,2014920IowPit,2014-09-20 12:00:00,Iowa,Pittsburgh,1,Away,0.0,0.0
2014,2014920TroGeo,2014-09-20 12:00:00,Troy,Georgia,0,Away,0.0,0.48
2014,2014920GeoTro,2014-09-20 12:00:00,Georgia,Troy,1,Home,0.48,0.0
2014,2014920DukTul,2014-09-20 12:30:00,Duke,Tulane,1,Home,0.0,0.0
2014,2014920MarSyr,2014-09-20 12:30:00,Maryland,Syracuse,1,Away,0.0,0.0
2014,2014920SyrMar,2014-09-20 12:30:00,Syracuse,Maryland,0,Home,0.0,0.0
2014,2014920TulDuk,2014-09-20 12:30:00,Tulane,Duke,0,Away,0.0,0.0
2014,2014920TemDel,2014-09-20 13:00:00,Temple,Delaware State,1,Home,0.0,0.0
2014,2014920MaiBos,2014-09-20 13:00:00,Maine,Boston College,0,Away,0.0,0.0
2014,2014920BosMai,2014-09-20 13:00:00,Boston College,Maine,1,Home,0.0,0.0
2014,2014920DelTem,2014-09-20 13:00:00,Delaware State,Temple,0,Away,0.0,0.0
2014,2014920ColHaw,2014-09-20 14:00:00,Colorado,Hawaii,1,Home,0.0,0.0
2014,2014920AkrMar,2014-09-20 14:00:00,Akron,Marshall,0,Home,0.0,0.0
2014,2014920MarAkr,2014-09-20 14:00:00,Marshall,Akron,1,Away,0.0,0.0
2014,2014920HawCol,2014-09-20 14:00:00,Hawaii,Colorado,0,Away,0.0,0.0
2014,2014920NorNic,2014-09-20 15:30:00,North Texas,Nicholls State,1,Home,0.0,0.0
2014,2014920WakArm,2014-09-20 15:30:00,Wake Forest,Army,1,Home,0.0,0.0
2014,2014920NorEas,2014-09-20 15:30:00,North Carolina,East Carolina,0,Away,0.0,0.0
2014,2014920AlaFlo,2014-09-20 15:30:00,Alabama,Florida,1,Home,0.88,0.0
2014,2014920EasNor,2014-09-20 15:30:00,East Carolina,North Carolina,1,Home,0.0,0.0
2014,2014920NorBuf,2014-09-20 15:30:00,Norfolk State,Buffalo,0,Away,0.0,0.0
2014,2014920TexSou,2014-09-20 15:30:00,Texas A&M,Southern Methodist,1,Away,0.76,0.0
2014,2014920CenKan,2014-09-20 15:30:00,Central Michigan,Kansas,0,Away,0.0,0.0
2014,2014920FloLou,2014-09-20 15:30:00,Florida International,Louisville,0,Home,0.0,0.0
2014,2014920VirBri,2014-09-20 15:30:00,Virginia,Brigham Young,0,Away,0.0,0.16000000000000003
2014,2014920RutNav,2014-09-20 15:30:00,Rutgers,Navy,1,Away,0.0,0.0
2014,2014920UtaMic,2014-09-20 15:30:00,Utah,Michigan,1,Away,0.0,0.0
2014,2014920NicNor,2014-09-20 15:30:00,Nicholls State,North Texas,0,Away,0.0,0.0
2014,2014920LouFlo,2014-09-20 15:30:00,Louisville,Florida International,1,Away,0.0,0.0
2014,2014920FloAla,2014-09-20 15:30:00,Florida,Alabama,0,Away,0.0,0.88
2014,2014920NavRut,2014-09-20 15:30:00,Navy,Rutgers,0,Home,0.0,0.0
2014,2014920KanCen,2014-09-20 15:30:00,Kansas,Central Michigan,1,Home,0.0,0.0
2014,2014920SouTex,2014-09-20 15:30:00,Southern Methodist,Texas A&M,0,Home,0.0,0.76
2014,2014920MicUta,2014-09-20 15:30:00,Michigan,Utah,0,Home,0.0,0.0
2014,2014920ArmWak,2014-09-20 15:30:00,Army,Wake Forest,0,Away,0.0,0.0
2014,2014920BriVir,2014-09-20 15:30:00,Brigham Young,Virginia,1,Home,0.16000000000000003,0.0
2014,2014920BufNor,2014-09-20 15:30:00,Buffalo,Norfolk State,1,Home,0.0,0.0
2014,2014920PenMas,2014-09-20 16:00:00,Penn State,Massachusetts,1,Home,0.0,0.0
2014,2014920FloWyo,2014-09-20 16:00:00,Florida Atlantic,Wyoming,0,Away,0.0,0.0
2014,2014920MinSan,2014-09-20 16:00:00,Minnesota,San Jose State,1,Home,0.0,0.0
2014,2014920IllTex,2014-09-20 16:00:00,Illinois,Texas State,1,Home,0.0,0.0
2014,2014920TexIll,2014-09-20 16:00:00,Texas State,Illinois,0,Away,0.0,0.0
2014,2014920MisInd,2014-09-20 16:00:00,Missouri,Indiana,0,Home,0.28,0.0
2014,2014920SanMin,2014-09-20 16:00:00,San Jose State,Minnesota,0,Away,0.0,0.0
2014,2014920WyoFlo,2014-09-20 16:00:00,Wyoming,Florida Atlantic,1,Home,0.0,0.0
2014,2014920MasPen,2014-09-20 16:00:00,Massachusetts,Penn State,0,Away,0.0,0.0
2014,2014920IndMis,2014-09-20 16:00:00,Indiana,Missouri,1,Away,0.0,0.28
2014,2014920WasGeo,2014-09-20 18:00:00,Washington,Georgia State,1,Home,0.0,0.0
2014,2014920BetCen,2014-09-20 18:00:00,Bethune-Cookman,Central Florida,0,Away,0.0,0.0
2014,2014920NorPre,2014-09-20 18:00:00,North Carolina State,Presbyterian,1,Home,0.0,0.0
2014,2014920CenBet,2014-09-20 18:00:00,Central Florida,Bethune-Cookman,1,Home,0.0,0.0
2014,2014920PreNor,2014-09-20 18:00:00,Presbyterian,North Carolina State,0,Away,0.0,0.0
2014,2014920GeoWas,2014-09-20 18:00:00,Georgia State,Washington,0,Away,0.0,0.0
2014,2014920MisLou,2014-09-20 19:00:00,Mississippi State,Louisiana State,1,Away,0.0,0.6799999999999999
2014,2014920MemMid,2014-09-20 19:00:00,Memphis,Middle Tennessee State,1,Home,0.0,0.0
2014,2014920NorLou,2014-09-20 19:00:00,Northwestern State,Louisiana Tech,1,Away,0.0,0.0
2014,2014920SouApp,2014-09-20 19:00:00,Southern Mississippi,Appalachian State,1,Home,0.0,0.0
2014,2014920MidMem,2014-09-20 19:00:00,Middle Tennessee State,Memphis,0,Away,0.0,0.0
2014,2014920LouMis,2014-09-20 19:00:00,Louisiana State,Mississippi State,0,Home,0.6799999999999999,0.0
2014,2014920LouNor,2014-09-20 19:00:00,Louisiana Tech,Northwestern State,0,Home,0.0,0.0
2014,2014920IdaOhi,2014-09-20 19:00:00,Idaho,Ohio,0,Away,0.0,0.0
2014,2014920CinMia,2014-09-20 19:00:00,Cincinnati,Miami (OH),1,Home,0.0,0.0
2014,2014920AppSou,2014-09-20 19:00:00,Appalachian State,Southern Mississippi,0,Away,0.0,0.0
2014,2014920UtaArk,2014-09-20 19:00:00,Utah State,Arkansas State,0,Away,0.0,0.0
2014,2014920BalTol,2014-09-20 19:00:00,Ball State,Toledo,0,Away,0.0,0.0
2014,2014920OhiIda,2014-09-20 19:00:00,Ohio,Idaho,1,Home,0.0,0.0
2014,2014920WesMur,2014-09-20 19:00:00,Western Michigan,Murray State,1,Home,0.0,0.0
2014,2014920NorArk,2014-09-20 19:00:00,Northern Illinois,Arkansas,0,Away,0.0,0.0
2014,2014920TolBal,2014-09-20 19:00:00,Toledo,Ball State,1,Home,0.0,0.0
2014,2014920ArkNor,2014-09-20 19:00:00,Arkansas,Northern Illinois,1,Home,0.0,0.0
2014,2014920ArkUta,2014-09-20 19:00:00,Arkansas State,Utah State,1,Home,0.0,0.0
2014,2014920MurWes,2014-09-20 19:00:00,Murray State,Western Michigan,0,Away,0.0,0.0
2014,2014920MiaCin,2014-09-20 19:00:00,Miami (OH),Cincinnati,0,Away,0.0,0.0
2014,2014920WesOkl,2014-09-20 19:30:00,West Virginia,Oklahoma,0,Home,0.0,0.84
2014,2014920GeoSou,2014-09-20 19:30:00,Georgia Southern,South Alabama,1,Away,0.0,0.0
2014,2014920SouGeo,2014-09-20 19:30:00,South Alabama,Georgia Southern,0,Home,0.0,0.0
2014,2014920VanSou,2014-09-20 19:30:00,Vanderbilt,South Carolina,0,Home,0.0,0.43999999999999995
2014,2014920OklWes,2014-09-20 19:30:00,Oklahoma,West Virginia,1,Away,0.84,0.0
2014,2014920SouVan,2014-09-20 19:30:00,South Carolina,Vanderbilt,1,Away,0.43999999999999995,0.0
2014,2014920HouNev,2014-09-20 20:00:00,Houston,Nevada-Las Vegas,1,Home,0.0,0.0
2014,2014920NewNew,2014-09-20 20:00:00,New Mexico State,New Mexico,0,Home,0.0,0.0
2014,2014920NewNew,2014-09-20 20:00:00,New Mexico,New Mexico State,1,Away,0.0,0.0
2014,2014920MiaNeb,2014-09-20 20:00:00,Miami (FL),Nebraska,0,Away,0.0,0.040000000000000036
2014,2014920NevHou,2014-09-20 20:00:00,Nevada-Las Vegas,Houston,0,Away,0.0,0.0
2014,2014920NebMia,2014-09-20 20:00:00,Nebraska,Miami (FL),1,Home,0.040000000000000036,0.0
2014,2014920FloCle,2014-09-20 20:25:00,Florida State,Clemson,1,Home,0.96,0.12
2014,2014920CleFlo,2014-09-20 20:25:00,Clemson,Florida State,0,Away,0.12,0.96
2014,2014920CalAri,2014-09-20 22:00:00,California,Arizona,0,Away,0.0,0.0
2014,2014920AriCal,2014-09-20 22:00:00,Arizona,California,1,Home,0.0,0.0
2014,2014920SouFre,2014-09-20 22:00:00,Southern Utah,Fresno State,0,Away,0.0,0.0
2014,2014920FreSou,2014-09-20 22:00:00,Fresno State,Southern Utah,1,Home,0.0,0.0
2014,2014920SanOre,2014-09-20 22:30:00,San Diego State,Oregon State,0,Away,0.0,0.0
2014,2014920OreSan,2014-09-20 22:30:00,Oregon State,San Diego State,1,Home,0.0,0.0
2014,2014920OreWas,2014-09-20 22:36:00,Oregon,Washington State,1,Away,0.92,0.0
2014,2014920WasOre,2014-09-20 22:36:00,Washington State,Oregon,0,Home,0.0,0.92
2014,2014920BoiLou,2014-09-20 22:40:00,Boise State,Louisiana,1,Home,0.0,0.0
2014,2014920LouBoi,2014-09-20 22:40:00,Louisiana,Boise State,0,Away,0.0,0.0
2014,2014925GeoApp,2014-09-25 19:30:00,Georgia Southern,Appalachian State,1,Home,0.0,0.0
2014,2014925TexOkl,2014-09-25 19:30:00,Texas Tech,Oklahoma State,0,Away,0.0,0.040000000000000036
2014,2014925OklTex,2014-09-25 19:30:00,Oklahoma State,Texas Tech,1,Home,0.040000000000000036,0.0
2014,2014925AppGeo,2014-09-25 19:30:00,Appalachian State,Georgia Southern,0,Away,0.0,0.0
2014,2014925AriUCL,2014-09-25 22:00:00,Arizona State,UCLA,0,Home,0.4,0.56
2014,2014925UCLAri,2014-09-25 22:00:00,UCLA,Arizona State,1,Away,0.56,0.4
2014,2014926MidOld,2014-09-26 20:00:00,Middle Tennessee State,Old Dominion,1,Away,0.0,0.0
2014,2014926FreNew,2014-09-26 20:00:00,Fresno State,New Mexico,1,Away,0.0,0.0
2014,2014926NewFre,2014-09-26 20:00:00,New Mexico,Fresno State,0,Home,0.0,0.0
2014,2014926OldMid,2014-09-26 20:00:00,Old Dominion,Middle Tennessee State,0,Home,0.0,0.0
2014,2014927WyoMic,2014-09-27 12:00:00,Wyoming,Michigan State,0,Away,0.0,0.64
2014,2014927WisSou,2014-09-27 12:00:00,Wisconsin,South Florida,1,Home,0.24,0.0
